¶r¿Wß«∏π,¶r,≥°≠∫,µßµe,•X≤{¿W¶∏,≤÷øn¿W¶∏,≤÷øn¶ §¿§Ò
3489,ªB,¶–,14,4,1003724,99.78804123
3490,ªl,¶‰,14,4,1003728,99.78843890
3491,ªÍ,∞©,14,4,1003732,99.78883657
3492,ªÎ,∞©,14,4,1003736,99.78923424
3493,ª˛,∆≈,15,4,1003740,99.78963192
3494,ºN,§f,15,4,1003744,99.79002959
3495,ºS,§f,15,4,1003748,99.79042726
3496,ºV,§g,15,4,1003752,99.79082493
3497,ΩC,∆‘,15,4,1003756,99.79122260
3498,ΩH,∆‘,15,4,1003760,99.79162027
3499,ΩR,•€,15,4,1003764,99.79201794
3500,Ω`,•ﬁ,15,4,1003768,99.79241561
3501,ΩŒ,®•,15,4,1003772,99.79281329
3502,æM,®ª,15,4,1003776,99.79321096
3503,æR,™˜,14,4,1003780,99.79360863
3504,æ^,´B,15,4,1003784,99.79400630
3505,æg,≠∂,15,4,1003788,99.79440397
3506,æ¢,≥¡,15,4,1003792,99.79480164
3507,æ“,§ﬂ,16,4,1003796,99.79519931
3508,æ€,§‚,16,4,1003800,99.79559698
3509,æ‡,§‚,16,4,1003804,99.79599466
3510,øB,§Ù,16,4,1003808,99.79639233
3511,øK,§ı,16,4,1003812,99.79679000
3512,øe,•ÿ,16,4,1003816,99.79718767
3513,øf,•ÿ,16,4,1003820,99.79758534
3514,øØ,¶◊,16,4,1003824,99.79798301
3515,¿O,´B,16,4,1003828,99.79838068
3516,¿[,≠∂,16,4,1003832,99.79877835
3517,¿ß,§k,17,4,1003836,99.79917603
3518,¿©,§l,17,4,1003840,99.79957370
3519,¿◊,§Ù,17,4,1003844,99.79997137
3520,¿˚,•ÿ,17,4,1003848,99.80036904
3521,¡H,•‹,17,4,1003852,99.80076671
3522,¡r,¶◊,17,4,1003856,99.80116438
3523,¡w,¶◊,17,4,1003860,99.80156205
3524,¡z,¶◊,17,4,1003864,99.80195972
3525,¡Ø,¶‰,17,4,1003868,99.80235740
3526,¡Ω,®•,17,4,1003872,99.80275507
3527,¡Ê,™˜,17,4,1003876,99.80315274
3528,¬a,§Î,18,4,1003880,99.80355041
3529,¬¨,•ﬁ,18,4,1003884,99.80394808
3530,¬Õ,¶‰,18,4,1003888,99.80434575
3531,¬€,®¨,18,4,1003892,99.80474342
3532,¬‚,∆÷,18,4,1003896,99.80514109
3533,√E,≠∂,18,4,1003900,99.80553876
3534,√T,≥Ω,18,4,1003904,99.80593644
3535,√b,§g,19,4,1003908,99.80633411
3536,√l,§‚,19,4,1003912,99.80673178
3537,√p,§Ï,19,4,1003916,99.80712945
3538,√‘,®•,19,4,1003920,99.80752712
3539,√¸,≠≥,19,4,1003924,99.80792479
3540,ƒ{,¶Ã,20,4,1003928,99.80832246
3541,ƒ®, J,20,4,1003932,99.80872013
3542,ƒ◊,§H,21,4,1003936,99.80911781
3543,ƒÿ,§H,21,4,1003940,99.80951548
3544,≈…,§s,23,4,1003944,99.80991315
3545,≈Ÿ, J,23,4,1003948,99.81031082
3546,≈˜,•ÿ,24,4,1003952,99.81070849
3547,∆G,´B,24,4,1003956,99.81110616
3548,À|, J,07,4,1003960,99.81150383
3549,Õ¿, J,08,4,1003964,99.81190150
3550,œ‡,•ÿ,09,4,1003968,99.81229918
3551,ŸÁ,§Ù,12,4,1003972,99.81269685
3552,ﬁ≥,•…,13,4,1003976,99.81309452
3553,„T,¶À,14,4,1003980,99.81349219
3554,Ë∞,´C,15,4,1003984,99.81388986
3555,ÒØ,∞®,18,4,1003988,99.81428753
3556,ÚÛ,®£,19,4,1003992,99.81468520
3557,˜Í,∆‘,23,4,1003996,99.81508287
3558,¯ ,™˜,24,4,1004000,99.81548055
3559,§R,§R,02,3,1004003,99.81577880
3560,§\,∆¿,03,3,1004006,99.81607705
3561,§°,§@,04,3,1004009,99.81637531
3562,§æ,∆ƒ,04,3,1004012,99.81667356
3563,§Í,§Í,04,3,1004015,99.81697181
3564,•o,§f,05,3,1004018,99.81727007
3565,•Â,§G,06,3,1004021,99.81756832
3566,•Í,§H,06,3,1004024,99.81786657
3567,¶e,§g,06,3,1004027,99.81816483
3568,¶ÿ,¶◊,06,3,1004030,99.81846308
3569,¶Ô,§H,07,3,1004033,99.81876133
3570,ß¶,§g,07,3,1004036,99.81905959
3571,ß∂,§l,07,3,1004039,99.81935784
3572,ß∑,§l,07,3,1004042,99.81965609
3573,ß˝,§Ï,07,3,1004045,99.81995435
3574,®E,§Ù,07,3,1004048,99.82025260
3575,®G,§Ù,07,3,1004051,99.82055085
3576,®z,¶◊,07,3,1004054,99.82084911
3577,®◊,§H,08,3,1004057,99.82114736
3578,®Ê,∆≈,08,3,1004060,99.82144561
3579,©D,§f,08,3,1004063,99.82174387
3580,©™,§y,08,3,1004066,99.82204212
3581,©Æ,§y,08,3,1004069,99.82234037
3582,™b,§Ù,08,3,1004072,99.82263863
3583,™m,§Ù,08,3,1004075,99.82293688
3584,™n,§Ù,08,3,1004078,99.82323514
3585,™r,§Ù,08,3,1004081,99.82353339
3586,™‘,¶◊,08,3,1004084,99.82383164
3587,™Ú,®∂,08,3,1004087,99.82412990
3588,´§,§f,09,3,1004090,99.82442815
3589,´ø,§k,09,3,1004093,99.82472640
3590,´ﬁ,…L,09,3,1004096,99.82502466
3591,´Â,§ﬂ,09,3,1004099,99.82532291
3592,´˝,§‚,09,3,1004102,99.82562116
3593,¨k,§Ï,09,3,1004105,99.82591942
3594,¨o,§Ô,09,3,1004108,99.82621767
3595,¨æ,§¸,09,3,1004111,99.82651592
3596,¨⁄,•ÿ,09,3,1004114,99.82681418
3597,≠[, J,09,3,1004117,99.82711243
3598,≠Ω,∆¬,10,3,1004120,99.82741068
3599,≠‰,∆≈,10,3,1004123,99.82770894
3600,≠Û,§f,10,3,1004126,99.82800719
3601,Æ~,§ﬂ,10,3,1004129,99.82830544
3602,Æ™,§ﬂ,10,3,1004132,99.82860370
3603,Æ¡,§‚,10,3,1004135,99.82890195
3604,ÆŒ,§È,10,3,1004138,99.82920020
3605,ÆÍ,§Ï,10,3,1004141,99.82949846
3606,Æ˝,§Ù,10,3,1004144,99.82979671
3607,ØV,§¸,10,3,1004147,99.83009496
3608,Øa,•–,10,3,1004150,99.83039322
3609,Ø©,•‹,10,3,1004153,99.83069147
3610,Øœ,¶—,10,3,1004156,99.83098972
3611,Ø⁄,¶◊,10,3,1004159,99.83128798
3612,∞B,¶‰,10,3,1004162,99.83158623
3613,∞K,¶Á,10,3,1004165,99.83188448
3614,∞P,®•,10,3,1004168,99.83218274
3615,∞S,®•,10,3,1004171,99.83248099
3616,∞~,™˙,10,3,1004174,99.83277924
3617,∞¥,§H,11,3,1004177,99.83307750
3618,∞Ÿ,§f,11,3,1004180,99.83337575
3619,∞˙,§k,11,3,1004183,99.83367401
3620,±r,…L,11,3,1004186,99.83397226
3621,±{,§ﬂ,11,3,1004189,99.83427051
3622,± ,§‚,11,3,1004192,99.83456877
3623,±Ã,§‚,11,3,1004195,99.83486702
3624,±‚,§È,11,3,1004198,99.83516527
3625,±Ô,§Ï,11,3,1004201,99.83546353
3626,±˜,§Ï,11,3,1004204,99.83576178
3627,≤E,§Ù,11,3,1004207,99.83606003
3628,≤m,§ı,11,3,1004210,99.83635829
3629,≤p,§˚,11,3,1004213,99.83665654
3630,≤s,§¸,11,3,1004216,99.83695479
3631,≤∂,•ÿ,11,3,1004219,99.83725305
3632,≤Û, J,11,3,1004222,99.83755130
3633,≤˛, J,11,3,1004225,99.83784955
3634,≥R,¶Á,11,3,1004228,99.83814781
3635,≥j,®™,11,3,1004231,99.83844606
3636,≥§,®ª,11,3,1004234,99.83874431
3637,≥‘,§O,12,3,1004237,99.83904257
3638,≥Û,§g,12,3,1004240,99.83934082
3639,¥S,§v,12,3,1004243,99.83963907
3640,¥Æ,§‚,12,3,1004246,99.83993733
3641,¥Ω,§È,12,3,1004249,99.84023558
3642,¥Ì,§Ù,12,3,1004252,99.84053383
3643,¥,§Ù,12,3,1004255,99.84083209
3644,µ],•…,12,3,1004258,99.84113034
3645,µx,•€,12,3,1004261,99.84142859
3646,µØ,¶Ã,12,3,1004264,99.84172685
3647,µ…,¶◊,12,3,1004267,99.84202510
3648,µÕ,¶◊,12,3,1004270,99.84232335
3649,µœ,¶ﬂ,12,3,1004273,99.84262161
3650,µ–, J,12,3,1004276,99.84291986
3651,∂M,®©,12,3,1004279,99.84321811
3652,∂¶,™˙,12,3,1004282,99.84351637
3653,∂®,™˙,12,3,1004285,99.84381462
3654,∂Ω,≠π,12,3,1004288,99.84411288
3655,∑E,§y,13,3,1004291,99.84441113
3656,∑b,§‚,13,3,1004294,99.84470938
3657,∑¢,§Ï,13,3,1004297,99.84500764
3658,∑§,§Ï,13,3,1004300,99.84530589
3659,∑©,§Ï,13,3,1004303,99.84560414
3660,∑´,§Ï,13,3,1004306,99.84590240
3661,∑º,§Ù,13,3,1004309,99.84620065
3662,∑—,§ı,13,3,1004312,99.84649890
3663,∑Ú,∆‘,13,3,1004315,99.84679716
3664,∏Z,•›,13,3,1004318,99.84709541
3665,∏i,¶Õ,13,3,1004321,99.84739366
3666,∏´, J,13,3,1004324,99.84769192
3667,∏ ,¶Á,13,3,1004327,99.84799017
3668,∏Ó,®©,13,3,1004330,99.84828842
3669,πt,´C,13,3,1004333,99.84858668
3670,∫l,§Ï,14,3,1004336,99.84888493
3671,∫s,§Ù,14,3,1004339,99.84918318
3672,∫¥,§ı,14,3,1004342,99.84948144
3673,∫Ã,•ÿ,14,3,1004345,99.84977969
3674,∫‰,¶À,14,3,1004348,99.85007794
3675,ªT, J,14,3,1004351,99.85037620
3676,ªY, J,14,3,1004354,99.85067445
3677,ªc, J,14,3,1004357,99.85097270
3678,ªi,¶‰,14,3,1004360,99.85127096
3679,ªj,¶‰,14,3,1004363,99.85156921
3680,ªn,¶Á,14,3,1004366,99.85186746
3681,ºÆ,§‡,15,3,1004369,99.85216572
3682,º«,§È,15,3,1004372,99.85246397
3683,º˜,§ı,15,3,1004375,99.85276222
3684,ΩA,•…,15,3,1004378,99.85306048
3685,ΩE,∆‘,15,3,1004381,99.85335873
3686,Ωf,¶À,15,3,1004384,99.85365698
3687,Ωz,¶Õ,15,3,1004387,99.85395524
3688,Ω©, J,15,3,1004390,99.85425349
3689,Ωπ,¶‰,15,3,1004393,99.85455174
3690,Ω¡,¶‰,15,3,1004396,99.85485000
3691,Ω”,®•,15,3,1004399,99.85514825
3692,Ω‹,®ß,15,3,1004402,99.85544651
3693,ΩÔ,®¨,15,3,1004405,99.85574476
3694,æC,∆÷,15,3,1004408,99.85604301
3695,æN,™˜,15,3,1004411,99.85634127
3696,æb,≠≤,15,3,1004414,99.85663952
3697,æ{,≥Ω,15,3,1004417,99.85693777
3698,æ¸,§Ù,16,3,1004420,99.85723603
3699,øR,§ı,16,3,1004423,99.85753428
3700,øT,§ı,16,3,1004426,99.85783253
3701,øh,•ÿ,16,3,1004429,99.85813079
3702,øπ, J,16,3,1004432,99.85842904
3703,øæ, J,16,3,1004435,99.85872729
3704,ø“,®•,16,3,1004438,99.85902555
3705,ø÷,®•,16,3,1004441,99.85932380
3706,ø‚,®¨,16,3,1004444,99.85962205
3707,¿S,≠±,16,3,1004447,99.85992031
3708,¿`,≠π,16,3,1004450,99.86021856
3709,¿b,∞®,16,3,1004453,99.86051681
3710,¿g,‘I,16,3,1004456,99.86081507
3711,¿{,§f,17,3,1004459,99.86111332
3712,¡J,•›,17,3,1004462,99.86141157
3713,¡∞,¶‰,17,3,1004465,99.86170983
3714,¡œ,®¨,17,3,1004468,99.86200808
3715,¡’,®Æ,17,3,1004471,99.86230633
3716,¡„,™˜,17,3,1004474,99.86260459
3717,¡Í,™˜,17,3,1004477,99.86290284
3718,¡Ï,™˜,17,3,1004480,99.86320109
3719,¡¯,´B,17,3,1004483,99.86349935
3720,¡˘,≠≤,17,3,1004486,99.86379760
3721,¬@,∞®,17,3,1004489,99.86409585
3722,¬n,§Ù,18,3,1004492,99.86439411
3723,¬µ,¶Õ,18,3,1004495,99.86469236
3724,¬∑,¶Õ,18,3,1004498,99.86499061
3725,√q,§Ï,19,3,1004501,99.86528887
3726,√∞,¶À,19,3,1004504,99.86558712
3727,√Õ,¶Á,19,3,1004507,99.86588538
3728,√Œ,¶Á,19,3,1004510,99.86618363
3729,√›,®¨,19,3,1004513,99.86648188
3730,√Í,™˜,19,3,1004516,99.86678014
3731,√Î,™˜,19,3,1004519,99.86707839
3732,ƒc,§‚,20,3,1004522,99.86737664
3733,ƒ¶, J,20,3,1004525,99.86767490
3734,ƒ∫,®©,20,3,1004528,99.86797315
3735,ƒ√,™˜,20,3,1004531,99.86827140
3736,ƒ‘,æ¶,20,3,1004534,99.86856966
3737,ƒ‡,§ﬂ,21,3,1004537,99.86886791
3738,≈≈,æ¶,22,3,1004540,99.86916616
3739,∆O,≥æ,24,3,1004543,99.86946442
3740,∆X,¶À,25,3,1004546,99.86976267
3741,∆b,∞©,25,3,1004549,99.87006092
3742,∆c,‘I,25,3,1004552,99.87035918
3743,(…‹),∆Œ,06,3,1004555,99.87065743
3744,œE,§Ï,09,3,1004558,99.87095568
3745,œÆ,§ı,09,3,1004561,99.87125394
3746,—∂,§‚,10,3,1004564,99.87155219
3747,“\,§Ù,10,3,1004567,99.87185044
3748,”D,¶À,10,3,1004570,99.87214870
3749,’Ô,§Ù,11,3,1004573,99.87244695
3750,Ÿ∞,§Ï,12,3,1004576,99.87274520
3751,€C,¶œ,12,3,1004579,99.87304346
3752,›z,§‚,13,3,1004582,99.87334171
3753,ﬁm,§ı,13,3,1004585,99.87363996
3754,‚B,§Ï,13,3,1004588,99.87393822
3755,„Ø, J,14,3,1004591,99.87423647
3756,„¿, J,14,3,1004594,99.87453472
3757,‰¯,§f,15,3,1004597,99.87483298
3758,Â—,§Ï,15,3,1004600,99.87513123
3759,Èw,§ﬂ,16,3,1004603,99.87542948
3760,ÛÀ,≥Ω,19,3,1004606,99.87572774
3761,ıW,≠π,20,3,1004609,99.87602599
3762,¯l,≥æ,23,3,1004612,99.87632425
3763,(˙y), J,15,3,1004615,99.87662250
3764,(˙¯),™˜,12,3,1004618,99.87692075
3765,(êÁ),§ı,13,2,1004620,99.87711959
3766,(ì€),•…,14,2,1004622,99.87731842
3767,(ïÊ),®∂,07,2,1004624,99.87751726
3768,òF,§f,10,2,1004626,99.87771609
3769,§c,∆∆,03,2,1004628,99.87791493
3770,§m,§l,03,2,1004630,99.87811377
3771,§x,§v,03,2,1004632,99.87831260
3772,§¢,§@,04,2,1004634,99.87851144
3773,§Æ,∆¬,04,2,1004636,99.87871027
3774,•w,§f,05,2,1004638,99.87890911
3775,•µ,§‚,05,2,1004640,99.87910794
3776,¶O,§f,06,2,1004642,99.87930678
3777,¶\,§f,06,2,1004644,99.87950562
3778,¶m,§k,06,2,1004646,99.87970445
3779,¶§,§ﬂ,06,2,1004648,99.87990329
3780,¶º,§Ù,06,2,1004650,99.88010212
3781,¶¬,§Ù,06,2,1004652,99.88030096
3782,ßS,§M,07,2,1004654,99.88049979
3783,ßh,§f,07,2,1004656,99.88069863
3784,ßm,§f,07,2,1004658,99.88089746
3785,ßs,§f,07,2,1004660,99.88109630
3786,ßy,…I,07,2,1004662,99.88129514
3787,ß~,§g,07,2,1004664,99.88149397
3788,ßƒ,§s,07,2,1004666,99.88169281
3789,®Q,§Ù,07,2,1004668,99.88189164
3790,®h,•…,07,2,1004670,99.88209048
3791,®±,∆÷,07,2,1004672,99.88228931
3792,®º,®º,07,2,1004674,99.88248815
3793,®€,§H,08,2,1004676,99.88268699
3794,®Ô,§M,08,2,1004678,99.88288582
3795,®˘,∆»,08,2,1004680,99.88308466
3796,©F,§f,08,2,1004682,99.88328349
3797,©H,§f,08,2,1004684,99.88348233
3798,©X,§g,08,2,1004686,99.88368116
3799,©o,§k,08,2,1004688,99.88388000
3800,©≠,§y,08,2,1004690,99.88407883
3801,©∏,§},08,2,1004692,99.88427767
3802,©¬,§ﬂ,08,2,1004694,99.88447651
3803,©÷,§‚,08,2,1004696,99.88467534
3804,©◊,§‚,08,2,1004698,99.88487418
3805,©‡,§‚,08,2,1004700,99.88507301
3806,©Ê,§‚,08,2,1004702,99.88527185
3807,™§,§ı,08,2,1004704,99.88547068
3808,™Æ,§¸,08,2,1004706,99.88566952
3809,™π,∆‘,08,2,1004708,99.88586835
3810,™ª,•◊,08,2,1004710,99.88606719
3811,™…, I,08,2,1004712,99.88626603
3812,´R,§H,09,2,1004714,99.88646486
3813,´c,§M,09,2,1004716,99.88666370
3814,´x,§f,09,2,1004718,99.88686253
3815,´®,§f,09,2,1004720,99.88706137
3816,¨^,§Ï,09,2,1004722,99.88726020
3817,¨a,§Ï,09,2,1004724,99.88745904
3818,¨p,§Ô,09,2,1004726,99.88765788
3819,¨s,•–,09,2,1004728,99.88785671
3820,¨¶,§Ù,09,2,1004730,99.88805555
3821,¨«,•Œ,09,2,1004732,99.88825438
3822,¨·,•Ÿ,09,2,1004734,99.88845322
3823,¨‰,•€,09,2,1004736,99.88865205
3824,≠O,¶◊,09,2,1004738,99.88885089
3825,≠e, J,09,2,1004740,99.88904972
3826,≠w,®¨,09,2,1004742,99.88924856
3827,≠ƒ,§H,10,2,1004744,99.88944740
3828,≠˝,§f,10,2,1004746,99.88964623
3829,ÆD,§f,10,2,1004748,99.88984507
3830,ÆG,§g,10,2,1004750,99.89004390
3831,ÆZ,§k,10,2,1004752,99.89024274
3832,Æ[,§k,10,2,1004754,99.89044157
3833,Æ\,§k,10,2,1004756,99.89064041
3834,Æ¥,§‚,10,2,1004758,99.89083925
3835,ÆÕ,§È,10,2,1004760,99.89103808
3836,ÆŸ,§Ï,10,2,1004762,99.89123692
3837,ÆÂ,§Ï,10,2,1004764,99.89143575
3838,ÆÚ,…a,10,2,1004766,99.89163459
3839,ØC,§Ù,10,2,1004768,99.89183342
3840,ØH,§Ù,10,2,1004770,99.89203226
3841,ØI,§Ù,10,2,1004772,99.89223109
3842,ØL,§ı,10,2,1004774,99.89242993
3843,ØR,§˜,10,2,1004776,99.89262877
3844,ØW,§¸,10,2,1004778,99.89282760
3845,Øy,•€,10,2,1004780,99.89302644
3846,Ø≠,•‹,10,2,1004782,99.89322527
3847,Ø∑,•ﬁ,10,2,1004784,99.89342411
3848,Ø‚,¶◊,10,2,1004786,99.89362294
3849,ØÏ, J,10,2,1004788,99.89382178
3850,∞D,¶‰,10,2,1004790,99.89402062
3851,∞√,∆√,11,2,1004792,99.89421945
3852,∞÷,§f,11,2,1004794,99.89441829
3853,∞‰,§f,11,2,1004796,99.89461712
3854,∞Ò,§g,11,2,1004798,99.89481596
3855,±@,§k,11,2,1004800,99.89501479
3856,±],§s,11,2,1004802,99.89521363
3857,±g,∆Œ,11,2,1004804,99.89541246
3858,±~,§ﬂ,11,2,1004806,99.89561130
3859,±¶,§ﬂ,11,2,1004808,99.89581014
3860,±™,§ﬂ,11,2,1004810,99.89600897
3861,±Æ,§‡,11,2,1004812,99.89620781
3862,±,§Ï,11,2,1004814,99.89640664
3863,≤J,§Ù,11,2,1004816,99.89660548
3864,≤f,§Ù,11,2,1004818,99.89680431
3865,≤h,§Ù,11,2,1004820,99.89700315
3866,≤¿,•ﬁ,11,2,1004822,99.89720199
3867,≤‘,¶Õ,11,2,1004824,99.89740082
3868,≤„,¶◊,11,2,1004826,99.89759966
3869,≤Ï,¶‡,11,2,1004828,99.89779849
3870,≤Ú, J,11,2,1004830,99.89799733
3871,≤˚, J,11,2,1004832,99.89819616
3872,≥a,®ß,11,2,1004834,99.89839500
3873,≥»,§H,12,2,1004836,99.89859383
3874,≥⁄,§f,12,2,1004838,99.89879267
3875,≥ﬁ,§f,12,2,1004840,99.89899151
3876,≥‰,§f,12,2,1004842,99.89919034
3877,≥Â,§f,12,2,1004844,99.89938918
3878,¥V,§y,12,2,1004846,99.89958801
3879,¥\,∆Œ,12,2,1004848,99.89978685
3880,¥h,§ﬂ,12,2,1004850,99.89998568
3881,¥k,§ﬂ,12,2,1004852,99.90018452
3882,¥l,§ﬂ,12,2,1004854,99.90038336
3883,¥v,§·,12,2,1004856,99.90058219
3884,¥™,§‚,12,2,1004858,99.90078103
3885,¥«,§Ï,12,2,1004860,99.90097986
3886,¥˚,§Ù,12,2,1004862,99.90117870
3887,µD,§Ù,12,2,1004864,99.90137753
3888,µg,∆‘,12,2,1004866,99.90157637
3889,µ§,•ﬂ,12,2,1004868,99.90177520
3890,µ∫,¶Õ,12,2,1004870,99.90197404
3891,µ¡,¶’,12,2,1004872,99.90217288
3892,µ≈,¶◊,12,2,1004874,99.90237171
3893,µÃ,¶◊,12,2,1004876,99.90257055
3894,∂I,À§,12,2,1004878,99.90276938
3895,∂N,®©,12,2,1004880,99.90296822
3896,∂o,®ª,12,2,1004882,99.90316705
3897,∂´,™˙,12,2,1004884,99.90336589
3898,∂ƒ,§H,13,2,1004886,99.90356472
3899,∂œ,§M,13,2,1004888,99.90376356
3900,∂–,§M,13,2,1004890,99.90396240
3901,∂€,§f,13,2,1004892,99.90416123
3902,∑X,§ﬂ,13,2,1004894,99.90436007
3903,∑g,§‚,13,2,1004896,99.90455890
3904,∑k,§‚,13,2,1004898,99.90475774
3905,∑·,§¸,13,2,1004900,99.90495657
3906,∏D,•ÿ,13,2,1004902,99.90515541
3907,∏E,•ÿ,13,2,1004904,99.90535425
3908,∏N,•€,13,2,1004906,99.90555308
3909,∏_,¶À,13,2,1004908,99.90575192
3910,∏a,¶À,13,2,1004910,99.90595075
3911,∏c,¶À,13,2,1004912,99.90614959
3912,∏d,¶Ã,13,2,1004914,99.90634842
3913,∏§,¶›,13,2,1004916,99.90654726
3914,∏ª,¶‰,13,2,1004918,99.90674609
3915,∏Õ,¶Á,13,2,1004920,99.90694493
3916,∏“,®•,13,2,1004922,99.90714377
3917,∏Ê,®®,13,2,1004924,99.90734260
3918,∏Ì,®©,13,2,1004926,99.90754144
3919,πP,∆÷,13,2,1004928,99.90774027
3920,πQ,®∂,13,2,1004930,99.90793911
3921,πW,™˜,13,2,1004932,99.90813794
3922,πX,™˜,13,2,1004934,99.90833678
3923,πn,´A,13,2,1004936,99.90853562
3924,π~,≠π,13,2,1004938,99.90873445
3925,πß,≥æ,13,2,1004940,99.90893329
3926,π ,§f,14,2,1004942,99.90913212
3927,πÀ,§f,14,2,1004944,99.90933096
3928,πﬂ,§k,14,2,1004946,99.90952979
3929,∫^,§Ï,14,2,1004948,99.90972863
3930,∫k,§Ï,14,2,1004950,99.90992746
3931,∫y,§Ù,14,2,1004952,99.91012630
3932,∫π,§˚,14,2,1004954,99.91032514
3933,∫Ω,•…,14,2,1004956,99.91052397
3934,∫’,•‹,14,2,1004958,99.91072281
3935,∫‡,¶À,14,2,1004960,99.91092164
3936,∫ˆ,¶Õ,14,2,1004962,99.91112048
3937,∫˙,¶Õ,14,2,1004964,99.91131931
3938,ªU, J,14,2,1004966,99.91151815
3939,ªV, J,14,2,1004968,99.91171699
3940,ªf,¶‰,14,2,1004970,99.91191582
3941,ªg,¶‰,14,2,1004972,99.91211466
3942,ªu,¶Á,14,2,1004974,99.91231349
3943,ª£,®•,14,2,1004976,99.91251233
3944,ª≠,®©,14,2,1004978,99.91271116
3945,ªÀ,™˜,14,2,1004980,99.91291000
3946,ªÕ,™˜,14,2,1004982,99.91310883
3947,ª”,™˘,14,2,1004984,99.91330767
3948,ºK,§f,15,2,1004986,99.91350651
3949,ºM,§f,15,2,1004988,99.91370534
3950,º[,§g,15,2,1004990,99.91390418
3951,º_,§k,15,2,1004992,99.91410301
3952,ºa,§k,15,2,1004994,99.91430185
3953,º®,§ﬂ,15,2,1004996,99.91450068
3954,º∏,§‚,15,2,1004998,99.91469952
3955,ºÛ,§Ù,15,2,1005000,99.91489836
3956,º˚,§¸,15,2,1005002,99.91509719
3957,ΩQ,•ÿ,15,2,1005004,99.91529603
3958,ΩU,•€,15,2,1005006,99.91549486
3959,Ωe,¶À,15,2,1005008,99.91569370
3960,Ω∏,¶‰,15,2,1005010,99.91589253
3961,ΩΩ,¶‰,15,2,1005012,99.91609137
3962,Ωæ,¶‰,15,2,1005014,99.91629020
3963,Ω«,¶Á,15,2,1005016,99.91648904
3964,Ω„,®©,15,2,1005018,99.91668788
3965,ΩÌ,®¨,15,2,1005020,99.91688671
3966,Ωı,®¨,15,2,1005022,99.91708555
3967,Ω˚,®Æ,15,2,1005024,99.91728438
3968,æY,™˜,15,2,1005026,99.91748322
3969,æs,∞®,15,2,1005028,99.91768205
3970,æu,∞©,15,2,1005030,99.91788089
3971,æ´,§H,16,2,1005032,99.91807973
3972,æΩ,§f,16,2,1005034,99.91827856
3973,æ√,§g,16,2,1005036,99.91847740
3974,æ»,∆À,16,2,1005038,99.91867623
3975,æÿ,§‚,16,2,1005040,99.91887507
3976,æË,§È,16,2,1005042,99.91907390
3977,æÈ,§È,16,2,1005044,99.91927274
3978,æÚ,§Ï,16,2,1005046,99.91947157
3979,øF,§Ù,16,2,1005048,99.91967041
3980,ø¢,¶Õ,16,2,1005050,99.91986925
3981,ø¶,¶Õ,16,2,1005052,99.92006808
3982,ø¬,¶‰,16,2,1005054,99.92026692
3983,øÕ,®•,16,2,1005056,99.92046575
3984,ø€,®•,16,2,1005058,99.92066459
3985,øÊ,®¨,16,2,1005060,99.92086342
3986,øÓ,∆÷,16,2,1005062,99.92106226
3987,¿@,™˜,16,2,1005064,99.92126110
3988,¿B,™˜,16,2,1005066,99.92145993
3989,¿r,∂¬,16,2,1005068,99.92165877
3990,¿w,§H,17,2,1005070,99.92185760
3991,¿z,§f,17,2,1005072,99.92205644
3992,¿¢,§g,17,2,1005074,99.92225527
3993,¿º,§‚,17,2,1005076,99.92245411
3994,¿æ,§‚,17,2,1005078,99.92265294
3995,¿«,§È,17,2,1005080,99.92285178
3996,¿÷,§Ú,17,2,1005082,99.92305062
3997,¡T,¶Ã,17,2,1005084,99.92324945
3998,¡t,¶◊,17,2,1005086,99.92344829
3999,¡•, J,17,2,1005088,99.92364712
4000,¡≠,¶‰,17,2,1005090,99.92384596
4001,¡∂,¶Á,17,2,1005092,99.92404479
4002,¡ƒ,®•,17,2,1005094,99.92424363
4003,¡‚,™˜,17,2,1005096,99.92444246
4004,¡Ò,™˘,17,2,1005098,99.92464130
4005,¬F,≥æ,17,2,1005100,99.92484014
4006,¬N,ªÙ,17,2,1005102,99.92503897
4007,¬[,§‚,18,2,1005104,99.92523781
4008,¬q,§Ù,18,2,1005106,99.92543664
4009,¬t,§ı,18,2,1005108,99.92563548
4010,¬|,•À,18,2,1005110,99.92583431
4011,¬£,•ÿ,18,2,1005112,99.92603315
4012,¬©,•›,18,2,1005114,99.92623199
4013,¬„,∆÷,18,2,1005116,99.92643082
4014,√G,≠∑,18,2,1005118,99.92662966
4015,√I,≠π,18,2,1005120,99.92682849
4016,√J,≠π,18,2,1005122,99.92702733
4017,√L,≠ª,18,2,1005124,99.92722616
4018,√U,≥Ω,18,2,1005126,99.92742500
4019,√v,§Ù,19,2,1005128,99.92762383
4020,√§,• ,19,2,1005130,99.92782267
4021,√ß,∆‘,19,2,1005132,99.92802151
4022,√º,¶œ,19,2,1005134,99.92822034
4023,√⁄,®¨,19,2,1005136,99.92841918
4024,√ﬂ,®¨,19,2,1005138,99.92861801
4025,√‡,®¨,19,2,1005140,99.92881685
4026,√Á,®ª,19,2,1005142,99.92901568
4027,√Ú,™˜,19,2,1005144,99.92921452
4028,ƒB,≠∑,19,2,1005146,99.92941336
4029,ƒC,≠π,19,2,1005148,99.92961219
4030,ƒE,∞®,19,2,1005150,99.92981103
4031,ƒN,≥æ,19,2,1005152,99.93000986
