
!	！
#	＃
$	＄
ll	蟲
llx	螣
lm	虹
lm	蚱
lm	蜢
lm	蛆
lm	蚯
lm	蠱
lm	盅
lm[	中正區
lmx	蚳
lmx	蚽
lmx	蛵
lmx	蜒
lmx	蝖
lmx	蝹
lmx	蟺
lmx	蠦
ln	螞
ln	蜴
ln	螃
lnx	虭
lnx	虳
lnx	蚡
lnx	蚐
lnx	蚴
lnx	蚼
lnx	蜪
lnx	蟡
lnx	蝪
lnx	螐
lnx	螉
lnx	蟂
lnx	蟧
lnx	蠋
lnx	蠮
lnx	蠾
lo	蠍
lox	蜁
lox	蜨
lox	蝭
lp	忠
lp	患
lp	懸
lp	蟋
lp	螅
lpx	螅
lpx	蟌
lpx	蟪
lr	蜘
lr	蛤
lr	蛞
lr	蛄
lrx	蛁
lrx	蛅
lrx	蛣
lrx	蜛
lrx	螛
lrx	螗
lrx	蟢
lt	蟒
lt	蚶
ltx	蛢
ltx	螘
lu[	中山區
lv	螻
lvx	蜲
lvx	蠳
lw	蛔
lw	蟠
lw	蝠
lw	蟈
lw	蛐
lwx	蚰
lwx	蜠
lwx	蝤
lwx	蝒
lwx	蝞
lwx	蝐
lwx	蟷
lwx	蠝
lx	蝦
lx	史
lx	蚊
lx	蛟
lx	蠖
lxx	蚑
lxx	蚥
lxx	蛂
lxx	蚾
lxx	蝃
lxx	蝂
lxx	蝯
lxx	蝬
lxx	蝮
lxx	蟃
lxx	蠖
lxx	蠼
ly	蛉
ly	螈
lyx	蚸
lyx	螈
lyx	螵
lyx	蟟
lyx	蠊
m	一
m'	麗
m'	七
m'	九
m'	世
m'	飛
m'	珮
m'	北
m'	配
m'	死
m'	飄
m'	甄
m'	琨
m'	瓦
m'	醜
m'	鬣
m'	驪
m'	虱
m'	琉
m'	砲
m'	瓷
m'	碗
m'	馳
m'	魂
m'	豌
m'	醃
m'	瓏
m'	硫
m'	瑰
m'	髦
m'	駝
m'	髭
m'	琵
m'	琶
m'	琬
m'	酡
m'	鬈
m'x	卍
m'x	玭
m'x	瓨
m'x	矻
m'x	矺
m'x	卼
m'x	玴
m'x	玸
m'x	砒
m'x	玼
m'x	砣
m'x	砨
m'x	酏
m'x	硊
m'x	豝
m'x	酕
m'x	殗
m'x	琬
m'x	硭
m'x	豟
m'x	酡
m'x	馲
m'x	碪
m'x	髱
m'x	黿
m'x	騉
m'x	鬈
m'x	騛
m'x	釃
m,	珍
m,	琴
m,	形
m,	歹
m,	砂
m,	矽
m,	刁
m,	殄
m,3	瑞穗鄉
m,x	殄
m,x	耏
m,x	髟
m,x	硥
m,x	彯
m,x	璆
m,x	駗
m,x	磣
m,x	磟
m,x	駹
m,x	醪
m,x	驂
m,x	鬖
m,x	一般
m,y	三重市
m-	現
m-	元
m-	玩
m-	飄
m-	尤
m-	珮
m-	琉
m-	硫
m-	兀
m-	尢
m-	規
m-	琥
m-	硯
m-	靦
m-	驍
m-	髡
m-jg	現在
m-x	旡
m-x	矹
m-x	珫
m-x	珖
m-x	珧
m-x	珗
m-x	殑
m-x	酖
m-x	巰
m-x	覡
m-x	馻
m-x	髧
m-x	磈
m-x	磃
m-x	殧
m-x	虣
m-x	駣
m-x	駪
m-x	磽
m-x	駾
m-x	颿
m-x	騩
m.	來
m.	琴
m.	砭
m.	瓢
m.	琢
m.	驟
m.	豕
m.	璩
m.	玖
m.x	豖
m.x	豗
m.x	琌
m.x	覂
m.x	瑑
m.x	豩
m.x	璲
m.x	礞
m.x	醵
m/	鬆
m/	丟
m/	醜
m/	魂
m/	云
m/	琺
m/	瑰
m/	砝
m/x	硹
m0	雅
m0	鵡
m0	確
m0	鴉
m0	璀
m0	碓
m0	鸝
m0x	雃
m0x	鳱
m0x	鳵
m0x	殦
m0x	醀
m0x	鳽
m0x	鳿
m0x	鴀
m0x	璡
m0x	磪
m0x	鴯
m0x	鴷
m0x	騅
m0x	鵛
m0x	鶝
m0x	礭
m0x	鷊
m0x	鷅
m0x	瓘
m0x	鷣
m0x	鸍
m0x	驩
m0x	鸝
m1	鬧
m1	帶
m1	酬
m1	州
m1	酗
m1	飛
m1	馴
m1	砷
m1	斫
m1	珅
m1	碲
m1	髴
m1x	丌
m1x	亓
m1x	玔
m1x	玠
m1x	珅
m1x	玾
m1x	砎
m1x	琋
m1x	奡
m1x	碲
m1x	豨
m1x	殢
m1x	璾
m1x	驌
m2	輦
m2	琿
m2x	硨
m2x	璉
m2x	璭
m3	磁
m3	騾
m33	五結鄉
m3x	玹
m3x	磥
m3x	礯
m5	頭
m5	資
m5	項
m5	頁
m5	頂
m5	碩
m5	賈
m5	貢
m5	頸
m5	頑
m5	鬚
m5	殯
m5	鬢
m5	頊
m5	瑣
m5	磧
m5	瓚
m5	頇
m5	殞
m54'	資訊
m5x	珼
m5x	頇
m5x	殞
m5x	璸
m5x	殰
m5x	礗
m5x	豶
m5x	礥
m5x	礩
m5x	顠
m5x	礸
m5x	驞
m73	貢寮鄉
m8	琪
m8	礦
m8	驥
m8	磺
m8	鬨
m8	碘
m8	璜
m8x	珙
m8x	琠
m8x	瑱
m8x	殥
m8x	磌
m8x	璵
m8x	騏
m8x	鬒
m8y	馬公市
m9	邪
m9	邢
m9	玲
m9	酈
m9	邛
m9	郅
m9	鄢
m9	瑯
m9	琊
m9x	邗
m9x	邘
m9x	邛
m9x	邧
m9x	邴
m9x	邳
m9x	珋
m9x	郅
m9x	珥
m9x	郖
m9x	郠
m9x	郚
m9x	鄄
m9x	鄑
m9x	鄢
m9x	駬
m9x	髶
m9x	鄾
m9x	酃
m;	耐
m;	磚
m;	駙
m;x	酎
m;x	酹
m;x	瑼
m;x	璕
m;x	礡
m;x	釂
m;x	礴
m=	碣
m=	酶
m=x	砪
m=x	碡
m=x	騔
m>	→
m>	←
m>	↑
m>	↓
m>	↖
m>	↗
m>	↙
m>	↘
m[	西區
m[	長
m[	環
m[	驅
m[	瓖
m[	裂
m[	碾
m[	釀
m[	砸
m[	餮
m[	琅
m[	鬟
m[	驤
m[x	硍
m[x	硠
m[x	豤
m[x	碨
m[x	駏
m[x	駺
m[x	醧
m[x	醲
m[x	鬞
m[x	鬟
m[x	驤
m[x	鬤
m]	琯
m]3	三民鄉
m][	三民區
m`	Ｍ
m``	ㄩ
m`l	ｍ
ma	百
ma	豬
ma	晉
ma	醋
ma	昏
ma	珀
ma	酯
ma3	石門鄉
ma3	三星鄉
max	朁
max	殙
max	琩
max	皕
max	瑎
max	碏
max	酯
max	馹
max	璔
max	醏
max	璯
max	磳
max	鬊
max	鬐
max	騽
max	驓
max	鬙
max	鬠
mb	而
mb	兩
mb	可
mb	再
mb	瑞
mb	列
mb	到
mb	珊
mb	瑜
mb	副
mb	哥
mb	騎
mb	丁
mb	丙
mb	于
mb	刊
mb	爾
mb	牙
mb	刑
mb	琍
mb	琦
mb	才
mb	事
mb	背
mb	喬
mb	硝
mb	瑚
mb	酵
mb	璃
mb	醇
mb	騙
mb	鬍
mb	驕
mb	剽
mb	碉
mb	硼
mb	髯
mb	礪
mb	酊
mb	脊
mb	孬
mb	珩
mb	殍
mb	瑀
mb	酮
mb/'	可能
mb1o	可以
mb3	五股鄉
mb3	石岡鄉
mb3	七股鄉
mbao	可是
mbbm	而且
mbx	甭
mbx	玥
mbx	鬲
mbx	硎
mbx	亍
mbx	刓
mbx	玎
mbx	襾
mbx	玡
mbx	玬
mbx	矷
mbx	剄
mbx	珂
mbx	珃
mbx	砑
mbx	砃
mbx	剢
mbx	孬
mbx	珩
mbx	珛
mbx	珔
mbx	珘
mbx	砢
mbx	殍
mbx	琄
mbx	琈
mbx	硐
mbx	琱
mbx	琤
mbx	确
mbx	酠
mbx	瑀
mbx	瑏
mbx	瑐
mbx	碕
mbx	碃
mbx	碙
mbx	碀
mbx	碖
mbx	酮
mbx	碥
mbx	碠
mbx	碢
mbx	酺
mbx	酳
mbx	璊
mbx	碻
mbx	駉
mbx	髳
mbx	璚
mbx	磞
mbx	磭
mbx	醐
mbx	醑
mbx	駧
mbx	礄
mbx	駽
mbx	髾
mbx	鬁
mbx	瓀
mbx	醨
mbx	騆
mbx	鬅
mbx	鬵
mbx	瓋
mbx	礝
mbx	騚
mbx	騧
mbx	鬋
mbx	鬎
mbx	鬌
mbx	醹
mbx	鬗
mbx	瓗
mbx	驏
mbx	驈
mbx	驨
mc3	平鎮鄉
mcx	銎
mcy	平鎮市
md	碟
md	珠
md	未
md	末
md	琳
md	棄
md	殊
md	璨
md	琛
md	酥
md	臻
md	硃
md	栗
md	粟
md	礫
md	酴
md	醚
md	櫫
mdc	二林鎮
mde	一樣
mdmm	馬來西亞
mdx	砵
mdx	硢
mdx	碄
mdx	瑧
mdx	瑮
mdx	璅
mdx	瑹
mdx	磔
mdx	磉
mdx	醂
mdx	髹
mdx	璪
mdx	磼
mdx	磲
mdx	醚
mdx	駷
mdx	駼
mdx	騋
mdx	騍
mdx	櫫
mdx	瓅
mdx	騥
mdx	騬
mdx	醾
me	球
me	汞
me	泵
me	碌
me3	平溪鄉
me3	礁溪鄉
me3	西湖鄉
me3	三灣鄉
me3	二水鄉
me3	西港鄉
me3	長治鄉
me3	長濱鄉
mec	北港鎮
mex	砅
mex	砯
mex	殏
mex	殔
mex	琭
mex	瑔
mex	醁
mex	騄
mex	靆
mf	烈
mf	碳
mf	礁
mf	醺
mf	醮
mf3	下營鄉
mfx	烎
mfx	琰
mfx	鮤
mfx	燹
mfx	醼
mfx	驠
mg	王
mg	理
mg	玉
mg	至
mg	型
mg	班
mg	瑾
mg	醒
mg	駐
mg	斑
mg	壬
mg	璽
mg	甦
mg	堊
mg	玨
mg	珪
mg	醛
mg[	七堵區
mgc	頭城鄉
mgx	玊
mgx	垔
mgx	砫
mgx	砡
mgx	珵
mgx	珽
mgx	硅
mgx	臸
mgx	瑆
mgx	硾
mgx	酲
mgx	殣
mgx	駤
mgx	駩
mgx	醛
mgx	髽
mgx	騜
mgx	騹
mgyy	至於
mh	弄
mi	或
mi	式
mi	貳
mi	武
mi	殘
mi	舐
mi	磯
mi	殲
mi	戒
mi	璣
mi	戎
mi	玳
mi	戛
mi4j	或許
mix	彧
mix	珴
mix	琖
mix	硪
mix	臹
mix	瑊
mix	碔
mix	戩
mix	醆
mix	磩
mix	駥
mix	駴
mix	礒
mix	礣
mix	瓙
mix	驖
mj	平
mj	醉
mj	瑋
mj	肆
mj	璘
mj	璋
mj	驊
mj	碎
mj	碑
mj	砰
mj	干
mj	鞏
mj	驛
mj	磷
mj	覃
mj	井
mj	飛
mj	羋
mj	酐
mj	殫
mj	驎
mj3	玉井鄉
mj[	西屯區
mjmm	馬來西亞
mjx	玕
mjx	玗
mjx	玤
mjx	玝
mjx	矸
mjx	玶
mjx	肂
mjx	珜
mjx	珒
mjx	酐
mjx	硉
mjx	琫
mjx	瑋
mjx	馯
mjx	豍
mjx	駍
mjx	殫
mjx	磹
mjx	磾
mjx	騂
mjx	駻
mjx	髼
mjx	璻
mjx	礔
mjx	醰
mjx	鞷
mjx	騝
mjx	醳
mjx	騲
mjx	驆
mjx	騿
mjx	驎
mjx	驔
mjx	驊
mjx	驒
mk	天
mk	瑛
mk	璞
mk	夫
mk	殃
mk	馱
mkx	奀
mkx	殀
mkx	玦
mkx	砆
mkx	耎
mkx	殎
mkx	镺
mkx	硤
mkx	镻
mkx	瑍
mkx	殠
mkx	碤
mkx	駃
mkx	磎
mkx	磢
mkx	豯
mkx	騃
mkx	醭
mkx	騤
mkx	騱
mkx	鬕
mkx	瓛
ml	融
ml	蠶
ml	騷
ml	蝨
ml	虺
mlc	西螺鎮
mlx	蛩
mlx	瑵
mlx	蝁
mlx	馽
mlx	蠠
mm	正
mm	二
mm	三
mm	工
mm	五
mm	亞
mm	互
mm	亙
mm	巫
mm	丕
mm	殖
mm	驢
mm	噩
mm	尷
mm	醞
mm	武
mm	巨
mm	盃
mm	磋
mm	磕
mm	盂
mm	砥
mm	歪
mm	亟
mm	殂
mm	酢
mm	殛
mm	碴
mm	醯
mm3	石碇鄉
mm3	元長鄉
mm3	琉球鄉
mmx	砠
mmx	砟
mmx	硿
mmx	巠
mmx	玒
mmx	矼
mmx	殂
mmx	珇
mmx	殈
mmx	豇
mmx	殌
mmx	琲
mmx	硜
mmx	酢
mmx	殛
mmx	瑄
mmx	殟
mmx	瑳
mmx	碴
mmx	駓
mmx	駔
mmx	髬
mmx	醓
mmx	殭
mmx	豱
mmx	醢
mmx	醡
mmx	醝
mmx	醠
mmx	璶
mmx	瓂
mmx	礓
mmx	醯
mmx	騑
mmx	礛
mmx	驙
mn	馬
mn	碼
mn	功
mn	巧
mn	司
mn	刁
mn	駒
mn	瑪
mn	殉
mn	刀
mn	勁
mn	琇
mn	酌
mn	磅
mn	焉
mn	殤
mn	騁
mn	刃
mn	丐
mn	翮
mn	砌
mn	万
mn	丏
mn	玓
mn	髴
mnx	万
mnx	丏
mnx	玓
mnx	歾
mnx	玢
mnx	砏
mnx	珣
mnx	珝
mnx	砩
mnx	珶
mnx	琇
mnx	酚
mnx	瑒
mnx	覅
mnx	馰
mnx	碭
mnx	髣
mnx	醄
mnx	磡
mnx	翲
mnx	駶
mnx	騊
mnx	鬄
mnx	騶
mnx	騸
mnx	鬺
mnx	驧
mnx	驫
mo	次
mo	礙
mo	驗
mo	驟
mo	歌
mo	礎
mo	砍
mo	駭
mo	玖
mo	夷
mo	殮
mo	犬
mo	碇
mo	跫
mo	璇
moc	頭份鎮
mox	琁
mox	珿
mox	歅
mox	碇
mox	豥
mox	跫
mox	璇
mox	瑽
mox	醍
mox	豵
mox	騠
mp	惡
mp	恐
mp	恣
mp	忝
mp	瑟
mp	憩
mp	忑
mp	憨
mpx	忑
mpx	珌
mpx	恧
mpx	璁
mpx	駜
mpx	憨
mpx	璱
mpx	醷
mpx	驄
mq[	北投區
mqx	揅
mr	否
mr	碧
mr	石
mr	吾
mr	駱
mr	舌
mr	酷
mr	吞
mr	殆
mr	咨
mr	酪
mr	酩
mr	醣
mr	磊
mr	瑢
mr	髻
mr	玷
mr	瑭
mr	砧
mr	珞
mr	琯
mr	璐
mrx	珈
mrx	玿
mrx	珆
mrx	珨
mrx	砳
mrx	珸
mrx	琀
mrx	珺
mrx	硈
mrx	硌
mrx	殕
mrx	琚
mrx	琣
mrx	硞
mrx	酤
mrx	酟
mrx	碚
mrx	瑢
mrx	瑲
mrx	磍
mrx	磄
mrx	醅
mrx	駘
mrx	駋
mrx	髫
mrx	髺
mrx	璐
mrx	礂
mrx	騇
mrx	騞
mrx	醽
ms3	頭屋鄉
mt	弄
mt	豆
mt	飛
mt	研
mt	碰
mt	甜
mt	酣
mt	駢
mt	醴
mt	磴
mt3	三芝鄉
mt3	三義鄉
mt3	玉井鄉
mt3	七美鄉
mt8	一共
mtc	瑞芳鎮
mtx	幵
mtx	玵
mtx	砬
mtx	豜
mtx	馵
mtx	磑
mtx	殪
mtx	璒
mtx	豷
mtx	驉
mu	瑤
mu3	五峰鄉
mu3	二崙鄉
mu3	西嶼鄉
muc	三峽鎮
mux	镼
mv	要
mv	姿
mv	耍
mv	瓔
mvx	姴
mvx	騕
mvx	騴
mw	西
mw	面
mw	瑙
mw	駟
mw	璿
mw	酉
mw	瑁
mw	硒
mwc	玉里鎮
mwx	珚
mwx	硒
mwx	硱
mwx	瑂
mwx	碅
mwx	駎
mwx	璠
mwx	磠
mwx	駰
mwx	髷
mwx	璫
mwx	磻
mwx	礌
mwx	礑
mwx	瓃
mwx	礧
mwx	騮
mwx	礵
mwx	驦
mx	更
mx	致
mx	硬
mx	政
mx	瓊
mx	玫
mx	駿
mx	夏
mx	璦
mx	玟
mx	敢
mx	破
mx	憂
mx	攻
mx	覆
mx	歿
mx	酸
mx	駛
mx	髮
mx	玻
mx	瑗
mx	駁
mx	醱
mx	釅
mx	敔
mx	豉
mx	馭
mx	瑕
mx	豭
mxx	攷
mxx	砐
mxx	砓
mxx	珓
mxx	酘
mxx	琡
mxx	琝
mxx	瑗
mxx	碫
mxx	碬
mxx	馺
mxx	駇
mxx	璈
mxx	醊
mxx	髲
mxx	磝
mxx	駮
mxx	璥
mxx	礅
mxx	醙
mxx	駸
mxx	瓁
mxx	礉
mxx	夒
mxx	璷
mxx	覈
mxx	騢
mxx	騣
mxx	鬷
mxx	騪
mxx	鬘
mxx	驐
mxx	礹
my	下
my	不
my	玉
my	玲
my	示
my	票
my	飛
my	璟
my	鬃
my	忝
my	驃
my	騵
my	丼
my	琮
my,b	不行
my/'	不能
my6b	不需
myx	砱
myx	琮
myx	磏
myx	駖
myx	豏
myx	豲
myx	醥
myx	镽
myx	礤
myx	鬑
myzb	不過
myzb	下週
mz	醚
mzx	珽
n	弓
n'	也
n'	弛
n'x	弝
n'x	毣
n'x	艴
n,	刀
n,	力
n,x	翏
n-x	覗
n-x	翫
n-x	飁
n.	弧
n/	弘
n0	翟
n0	鶸
n0x	鳭
n0x	翵
n0x	雡
n0x	鷚
n0x	鸐
n1	引
n1	弗
n1	弔
n2x	翬
n2x	翴
n3	弦
n4x	謽
n5	費
n5	賀
n5x	頨
n5x	顟
n8	翼
n8x	彉
n9	那
n9	邵
n9	弭
n9	卲
n93	彌陀鄉
n9`3	那麼
n9ow	那個
n9x	卲
n9x	鄝
n9x	鄪
n9yg	那裡
n;x	弣
n[	張
n[	袈
n[x	彄
n[x	彋
n`	Ｎ
n``	ㄙ
n`l	ｎ
na	習
nb	脅
nb	彌
nbx	刜
nbx	弰
nbx	弸
nbx	翯
nbx	鬻
nd	架
ni	戳
ni	戮
nj	彈
nj	翠
njx	彃
nkx	翐
nkx	翜
nkx	翭
nl	強
nlx	翀
nm	疆
nm	彊
nm	刁
nm	弳
nmx	弤
nmx	盄
nmx	羾
nmx	弳
nmx	瓕
nn	弱
nn	羽
nn	駕
nn	粥
nn	弔
nn	弼
nn	劭
nnx	劭
nnx	翂
nnx	翑
nox	翨
np	忍
np	勰
nr	司
nr	加
nr	召
nrx	弨
nt	翌
nt	羿
ntx	翋
nvx	翣
nxx	弢
nxx	翍
nxx	翇
nxx	翪
nxx	彏
ny	刃
nyx	弶
nyx	翞
nzx	翴
o	人
o	入
o'	他
o'	化
o'	倦
o'	飽
o'	仇
o'	儷
o'	餽
o'	侃
o'	餛
o'	飩
o'	俺
o'	佻
o'	佬
o'	仳
o'	佗
o'	傀
o'	龕
o'x	仡
o'x	伅
o'x	佤
o'x	伳
o'x	侘
o'x	佌
o'x	佹
o'x	侂
o'x	俋
o'x	倇
o'x	俷
o'x	倱
o'x	瓴
o'x	偡
o'x	飥
o'x	僊
o'x	毹
o'x	僶
o'x	儠
o'x	儱
o'x	餼
o'x	龕
o,	修
o,	伊
o,	侈
o,	僇
o,3	仁愛鄉
o,3	仁德鄉
o,3	佳冬鄉
o,[	仁愛區
o,x	儚
o-	佩
o-	饒
o-	飢
o-	饞
o-	倪
o-	伉
o-	僥
o-	侃
o-	覦
o-	佻
o-	儳
o-x	仉
o-x	优
o-x	伔
o-x	侁
o-x	俔
o-x	侻
o-x	俛
o-x	偑
o-x	傂
o-x	僦
o-x	儭
o.	今
o.	像
o.	仗
o.	傢
o.,j	今年
o.mk	今天
o.x	伬
o.x	仱
o.x	侺
o.x	餯
o.x	饛
o/	餽
o/	傀
o/o	％
o/x	伀
o/x	伝
o/x	佉
o/x	俬
o/x	倯
o0	催
o0	僱
o0	鴿
o0	鴒
o0	儸
o0	糴
o0x	倠
o0x	傕
o0x	雂
o0x	雓
o0x	鳹
o0x	鵂
o0x	鵀
o0x	鵨
o0x	儺
o0x	鶺
o0x	鶬
o0x	糴
o0x	鸙
o1	介
o1	伸
o1	佛
o1	命
o1	飾
o1	佈
o1	儕
o1x	价
o1x	伂
o1x	伒
o1x	俙
o2x	僆
o2x	餫
o3	係
o3	絛
o3x	伭
o3x	傃
o3x	儽
o4	信
o4x	儋
o5	貨
o5	價
o5	領
o5	償
o5	貸
o5	債
o5	傾
o5	偵
o5	賃
o5	貪
o5	頷
o5	儐
o5	頜
o5	饋
o5x	偩
o5x	僋
o5x	僨
o5x	僓
o5x	儥
o5x	饙
o5x	饋
o5x	儹
o5x	顩
o5x	饡
o8	供
o8	俱
o8	僎
o8	饌
o8x	仈
o8x	伿
o8x	倛
o8x	倎
o8x	傎
o8x	饌
o9	命
o9	令
o9	仰
o9	餌
o9	伶
o9	郃
o9x	佴
o9x	偮
o9x	傇
o9x	鄇
o9x	鄃
o9x	飹
o9x	鄶
o;	付
o;	傳
o;	侍
o;	傅
o;	儔
o;	俯
o;x	偫
o;x	僔
o;x	餺
o=	侮
o=x	偈
o=x	餲
o[	依
o[	食
o[	袋
o[	餵
o[	儂
o[	偎
o[	佢
o[	偃
o[	倀
o[	偯
o[x	佢
o[x	佷
o[x	俍
o[x	侲
o[x	俵
o[x	衾
o[x	傴
o[x	儇
o[x	儴
o[x	饇
o[x	饟
o]	館
o]	餡
o]x	偛
o`	Ｏ
o``	ㄟ
o`l	ｏ
oa	會
oa	們
oa	伯
oa	借
oa	佰
oa	儲
oa	僧
oa	倡
oa	儈
oa	偕
oa	僭
oa	僩
oa	偺
oa3	內門鄉
oa3	內門鄉
oax	偣
oax	偆
oax	傮
oax	僣
oax	韽
oax	龤
ob	何
ob	例
ob	內
ob	倫
ob	儒
ob	備
ob	停
ob	創
ob	倚
ob	僑
ob	俞
ob	劍
ob	倩
ob	俐
ob	肉
ob	舖
ob	偏
ob	側
ob	偶
ob	倆
ob	倒
ob	餉
ob	倘
ob	脊
ob	偷
ob	舒
ob	餚
ob	仔
ob	佣
ob	傭
ob	仃
ob	佇
ob	脩
ob	劊
ob	侖
ob	禽
ob	僩
ob	俏
ob	俘
ob	佾
ob	侑
ob	俑
ob	倜
obmb	偶而
obvr	例如
obx	伢
obx	仴
obx	侀
obx	侗
obx	侜
obx	侕
obx	肏
obx	剉
obx	倳
obx	倗
obx	倜
obx	飣
obx	偝
obx	偁
obx	偊
obx	偳
obx	傋
obx	傰
obx	僪
obx	僝
obx	餇
obx	樖
obx	舖
obx	餑
obx	餔
obx	儜
obx	餬
obx	餰
obx	龠
ocx	鎥
od	保
od	傑
od	條
od	休
od	余
od	餘
od	侏
od	体
od	龢
odx	体
odx	柋
odx	栠
odx	偞
odx	偨
odx	僳
odx	餗
odx	饓
odx	龢
oe3	伸港鄉
oe[	內湖區
oex	汆
oex	俅
oex	傣
oex	儤
of	伙
of	黛
of	儻
of	鯈
of	煲
ofx	倓
ofx	烋
ofx	偢
ofx	焂
ofx	煲
ofx	僬
ofx	儑
ofx	餤
ofx	儦
ofx	儵
og	全
og	佳
og	住
og	任
og	仕
og	坐
og	僅
og	堡
og	飪
og	俚
og	饉
og	佺
og	僮
og3	內埔鄉
ogx	侄
ogx	侳
ogx	俇
ogx	侹
ogx	偓
ogx	倕
ogx	偅
ogx	偟
ogx	僿
ogx	儓
ogx	餭
ogy9	全部
oi	代
oi	儀
oi	俄
oi	伐
oi	饑
oi	餓
oi	餞
oi3	仁武鄉
oix	俴
oix	倵
oix	傶
oix	戧
oix	韱
oix	饖
oj	健
oj	件
oj	偉
oj	斜
oj	仟
oj	什
oj	伴
oj	俸
oj	僻
oj	傘
oj	倖
oj	俾
oj	佯
oj	体
ojx	仵
ojx	伻
ojx	体
ojx	侔
ojx	牮
ojx	倅
ojx	倬
ojx	傽
ojx	僤
ojx	僯
ojx	鞗
ok	候
ok	侯
ok	伏
ok	僕
ok	佚
ok	俠
ok	俟
ok	伕
ok	倏
okx	佒
okx	侇
okx	俁
okx	偰
okx	偀
okx	傒
okx	飫
okx	傸
okx	餪
okx	餱
okx	饃
ol	仲
ol	蝕
om	作
om	仁
om	但
om	低
om	伍
om	企
om	值
om	佐
om	盒
om	儘
om	僵
om	餡
om	俎
om	俳
om	倥
om	仝
om	体
om	饈
om3	仁武鄉
omao	但是
omx	仨
omx	仜
omx	仩
omx	仝
omx	伾
omx	侐
omx	俓
omx	傞
omx	儃
omx	盦
omx	儮
omx	饁
omx	饈
omx	饘
on	份
on	仍
on	傷
on	飭
on	仿
on	偽
on	佛
on	飼
on	伺
on	傍
on	仞
on	佝
on	侷
on	翎
on	翕
onx	仂
onx	伄
onx	侉
onx	侚
onx	俜
onx	傌
onx	傝
onx	傿
onx	翛
onx	僗
onx	儰
onx	儩
onx	餳
oo	似
oo	促
oo	飲
oo	儉
oo	歙
oox	侅
oox	佽
oox	倢
oox	欱
oox	偍
oox	傱
oox	僉
oox	歈
oox	僛
oox	跾
oox	儊
oox	儗
oox	餩
oox	歛
op	您
op	念
op	億
op	愈
op	悠
op	憊
op	傯
opx	伈
opx	佖
opx	怹
opx	怤
opx	恁
opx	偲
opx	悆
opx	僁
opx	飶
opx	僽
opx	儢
oq	拿
or	合
or	倍
or	含
or	佔
or	佑
or	倉
or	估
or	俗
or	舍
or	館
or	伽
or	侶
or	飴
or	傖
or	倌
or	偌
or	倨
or	僖
orx	佁
orx	佶
orx	佸
orx	侞
orx	佫
orx	佮
orx	俉
orx	俖
orx	傛
orx	餂
orx	饎
ot	位
ot	併
ot	餅
ot3	信義鄉
ot[	信義區
otx	弇
otx	偋
otx	餖
otx	饐
ou	仙
ou	倔
ou	岱
oux	仚
oux	屳
oux	佡
oux	峹
oux	傜
oux	嵞
ov	餒
ov	倭
ov	佞
ovx	侒
ovx	姇
ovx	俀
ovx	偠
ovx	僂
ovx	餧
ow	個
ow	餾
ow	佃
ow	儡
ow	偭
ow	儅
owc	佳里鎮
owx	佪
owx	偪
owx	偤
owx	偗
owx	畣
owx	酓
owx	畬
owx	僠
ox	使
ox	做
ox	便
ox	假
ox	俊
ox	優
ox	飯
ox	敘
ox	仗
ox	侵
ox	伋
ox	攸
ox	倣
ox	傲
ox	傻
ox	餃
ox	斂
ox	餿
ox	饅
ox	儼
ox	傚
ox	俶
ox4x	假設
oxvr	假如
oxx	伎
oxx	佼
oxx	倰
oxx	俶
oxx	夎
oxx	敆
oxx	敜
oxx	僈
oxx	餀
oxx	儆
oxx	僾
oxx	儌
oxx	餕
oxx	餟
oy	你
oy	令
oy	僚
oy	饞
oy	伶
oy	仆
oy	佘
oyx	尒
oyx	伓
oyx	佧
oyx	佟
oyx	佘
oyx	倞
oyx	倷
oyx	倧
oyx	傔
oyx	僄
oyx	傺
oyx	僸
oz	健
p	心
p'	忙
p'	慌
p'	慨
p'	愧
p'	惋
p'	怵
p'	愾
p'	怩
p'x	忔
p'x	忳
p'x	怉
p'x	恅
p'x	悒
p'x	惓
p'x	惃
p'x	愖
p'x	憴
p,	必
p,	慘
p,,5	必須
p,x	恀
p,x	憀
p,x	憉
p-	忱
p-	悅
p-	慌
p-	慨
p-	恍
p-x	忨
p-x	怳
p-x	恌
p-x	悗
p-x	覕
p-x	憱
p-x	憢
p.x	忴
p.x	懅
p.x	懞
p/	怯
p/	愧
p/	忪
p0	懼
p0	惟
p0x	慛
p0x	懽
p1	慚
p1	怖
p1	悌
p1	怫
p1x	忷
p1x	忻
p1x	悕
p1x	懠
p2x	惲
p3x	惤
p3x	愫
p3x	繠
p4x	憺
p5	憤
p5	慣
p5	懶
p5x	愩
p5x	憒
p5x	懫
p8	慎
p8x	慏
p8x	懭
p8x	懻
p9	懾
p9x	邲
p;	恃
p;	忖
p;x	慱
p;x	憳
p;x	懤
p=	悔
p=	愒
p[	懷
p[	恨
p[	愜
p[	悵
p[	惘
p[x	恇
p[x	悢
p[x	愝
p[x	愄
p[x	慪
p[x	懁
p[x	懩
p[x	懹
p]x	慆
p`	Ｐ
p``	ㄣ
p`l	ｐ
pa	惜
pa	怕
pa	憫
pa	憎
pax	恉
pax	惛
pax	愔
pax	慒
pax	慴
pax	憯
pax	憪
pb	情
pb	愉
pb	惘
pb	惰
pb	惆
pb	惻
pb	悖
pb	悄
pb	恫
